Article ID number,filename,Did the article receive a badge for open data?,Does the article state whether or 0t the data are available?,Did the article receive a badge for open materials?,Does the article state whether or 0t any research materials are available?,,,,,,,,,,,,,,,,1-4-2013 CPS,Clinical_Psychological_Science.2013.April.1-4-2013_CPS.txt
25-8-2013 PS,Psychological_Science.2013.August.25-8-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,26-5-2014 DP,Developmental_Psychology.2014.May.26-5-2014_DP.txt
26-8-2013 PS,Psychological_Science.2013.August.26-8-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,27-5-2014 DP,Developmental_Psychology.2014.May.27-5-2014_DP.txt
27-8-2013 PS,Psychological_Science.2013.August.27-8-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,28-5-2014 DP,Developmental_Psychology.2014.May.28-5-2014_DP.txt
28-8-2013 PS,Psychological_Science.2013.August.28-8-2013_PS.txt,0,1,0,0,,,,,,,,,,,,,,,,29-5-2014 DP,Developmental_Psychology.2014.May.29-5-2014_DP.txt
1-10-2012 PS,Psychological_Science.2012.October.1-10-2012_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,3-5-2014 DP,Developmental_Psychology.2014.May.3-5-2014_DP.txt
2-10-2012 PS,Psychological_Science.2012.October.2-10-2012_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,30-5-2014 DP,Developmental_Psychology.2014.May.30-5-2014_DP.txt
3-10-2012 PS,Psychological_Science.2012.October.3-10-2012_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,31-5-2014 DP,Developmental_Psychology.2014.May.31-5-2014_DP.txt
4-10-2012 PS,Psychological_Science.2012.October.4-10-2012_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,4-5-2014 DP,Developmental_Psychology.2014.May.4-5-2014_DP.txt
5-10-2012 PS,Psychological_Science.2012.October.5-10-2012_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,5-5-2014 DP,Developmental_Psychology.2014.May.5-5-2014_DP.txt
6-3-2012 PS,Psychological_Science.2012.March.6-3-2012_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,6-5-2014 DP,Developmental_Psychology.2014.May.6-5-2014_DP.txt
7-3-2012 PS,Psychological_Science.2012.March.7-3-2012_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,7-5-2014 DP,Developmental_Psychology.2014.May.7-5-2014_DP.txt
8-3-2012 PS,Psychological_Science.2012.March.8-3-2012_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,8-5-2014 DP,Developmental_Psychology.2014.May.8-5-2014_DP.txt
9-3-2012 PS,Psychological_Science.2012.March.9-3-2012_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,9-5-2014 DP,Developmental_Psychology.2014.May.9-5-2014_DP.txt
10-3-2012 PS,Psychological_Science.2012.March.10-3-2012_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,1-11-2014 DP,Developmental_Psychology.2014.0vember.1-11-2014_DP.txt
7-10-2012 PS,Psychological_Science.2012.October.7-10-2012_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,10-11-2014 DP,Developmental_Psychology.2014.0vember.10-11-2014_DP.txt
8-10-2012 PS,Psychological_Science.2012.October.8-10-2012_PS.txt,0,0,0,1,,,,,,,,,,,,,,,,11-11-2014 DP,Developmental_Psychology.2014.0vember.11-11-2014_DP.txt
6-10-2012 PS,Psychological_Science.2012.October.6-10-2012_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,12-11-2014 DP,Developmental_Psychology.2014.0vember.12-11-2014_DP.txt
9-10-2012 PS,Psychological_Science.2012.October.9-10-2012_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,2-11-2014 DP,Developmental_Psychology.2014.0vember.2-11-2014_DP.txt
10-10-2012 PS,Psychological_Science.2012.October.10-10-2012_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,3-11-2014 DP,Developmental_Psychology.2014.0vember.3-11-2014_DP.txt
11-10-2012 PS,Psychological_Science.2012.October.11-10-2012_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,4-11-2014 DP,Developmental_Psychology.2014.0vember.4-11-2014_DP.txt
12-10-2012 PS,Psychological_Science.2012.October.12-10-2012_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,5-11-2014 DP,Developmental_Psychology.2014.0vember.5-11-2014_DP.txt
13-10-2012 PS,Psychological_Science.2012.October.13-10-2012_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,6-11-2014 DP,Developmental_Psychology.2014.0vember.6-11-2014_DP.txt
14-10-2012 PS,Psychological_Science.2012.October.14-10-2012_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,7-11-2014 DP,Developmental_Psychology.2014.0vember.7-11-2014_DP.txt
15-10-2012 PS,Psychological_Science.2012.October.15-10-2012_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,8-11-2014 DP,Developmental_Psychology.2014.0vember.8-11-2014_DP.txt
16-10-2012 PS,Psychological_Science.2012.October.16-10-2012_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,9-11-2014 DP,Developmental_Psychology.2014.0vember.9-11-2014_DP.txt
17-10-2012 PS,Psychological_Science.2012.October.17-10-2012_PS.txt,0,0,0,1,,,,,,,,,,,,,,,,1-10-2014 DP,Developmental_Psychology.2014.October.1-10-2014_DP.txt
12-3-2012 PS,Psychological_Science.2012.March.12-3-2012_PS.txt,0,0,0,1,,,,,,,,,,,,,,,,10-10-2014 DP,Developmental_Psychology.2014.October.10-10-2014_DP.txt
18-10-2012 PS,Psychological_Science.2012.October.18-10-2012_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,2-10-2014 DP,Developmental_Psychology.2014.October.2-10-2014_DP.txt
19-10-2012 PS,Psychological_Science.2012.October.19-10-2012_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,3-10-2014 DP,Developmental_Psychology.2014.October.3-10-2014_DP.txt
20-10-2012 PS,Psychological_Science.2012.October.20-10-2012_PS.txt,0,0,0,1,,,,,,,,,,,,,,,,4-10-2014 DP,Developmental_Psychology.2014.October.4-10-2014_DP.txt
21-10-2012 PS,Psychological_Science.2012.October.21-10-2012_PS.txt,0,0,0,1,,,,,,,,,,,,,,,,5-10-2014 DP,Developmental_Psychology.2014.October.5-10-2014_DP.txt
22-10-2012 PS,Psychological_Science.2012.October.22-10-2012_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,6-10-2014 DP,Developmental_Psychology.2014.October.6-10-2014_DP.txt
23-10-2012 PS,Psychological_Science.2012.October.23-10-2012_PS.txt,0,0,0,1,,,,,,,,,,,,,,,,7-10-2014 DP,Developmental_Psychology.2014.October.7-10-2014_DP.txt
11-3-2012 PS,Psychological_Science.2012.March.11-3-2012_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,8-10-2014 DP,Developmental_Psychology.2014.October.8-10-2014_DP.txt
24-10-2012 PS,Psychological_Science.2012.October.24-10-2012_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,9-10-2014 DP,Developmental_Psychology.2014.October.9-10-2014_DP.txt
25-10-2012 PS,Psychological_Science.2012.October.25-10-2012_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,1-9-2014 DP,Developmental_Psychology.2014.September.1-9-2014_DP.txt
13-3-2012 PS,Psychological_Science.2012.March.13-3-2012_PS.txt,0,0,0,1,,,,,,,,,,,,,,,,10-9-2014 DP,Developmental_Psychology.2014.September.10-9-2014_DP.txt
26-10-2012 PS,Psychological_Science.2012.October.26-10-2012_PS.txt,0,0,0,1,,,,,,,,,,,,,,,,11-9-2014 DP,Developmental_Psychology.2014.September.11-9-2014_DP.txt
27-10-2012 PS,Psychological_Science.2012.October.27-10-2012_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,12-9-2014 DP,Developmental_Psychology.2014.September.12-9-2014_DP.txt
28-10-2012 PS,Psychological_Science.2012.October.28-10-2012_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,13-9-2014 DP,Developmental_Psychology.2014.September.13-9-2014_DP.txt
29-10-2012 PS,Psychological_Science.2012.October.29-10-2012_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,14-9-2014 DP,Developmental_Psychology.2014.September.14-9-2014_DP.txt
1-6-2013 PS,Psychological_Science.2013.June.1-6-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,2-9-2014 DP,Developmental_Psychology.2014.September.2-9-2014_DP.txt
2-6-2013 PS,Psychological_Science.2013.June.2-6-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,3-9-2014 DP,Developmental_Psychology.2014.September.3-9-2014_DP.txt
3-6-2013 PS,Psychological_Science.2013.June.3-6-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,4-9-2014 DP,Developmental_Psychology.2014.September.4-9-2014_DP.txt
4-6-2013 PS,Psychological_Science.2013.June.4-6-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,5-9-2014 DP,Developmental_Psychology.2014.September.5-9-2014_DP.txt
5-6-2013 PS,Psychological_Science.2013.June.5-6-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,6-9-2014 DP,Developmental_Psychology.2014.September.6-9-2014_DP.txt
6-6-2013 PS,Psychological_Science.2013.June.6-6-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,7-9-2014 DP,Developmental_Psychology.2014.September.7-9-2014_DP.txt
7-6-2013 PS,Psychological_Science.2013.June.7-6-2013_PS.txt,0,0,0,1,,,,,,,,,,,,,,,,8-9-2014 DP,Developmental_Psychology.2014.September.8-9-2014_DP.txt
8-6-2013 PS,Psychological_Science.2013.June.8-6-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,9-9-2014 DP,Developmental_Psychology.2014.September.9-9-2014_DP.txt
9-6-2013 PS,Psychological_Science.2013.June.9-6-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,1-4-2015 DP,Developmental_Psychology.2015.April.1-4-2015_DP.txt
10-6-2013 PS,Psychological_Science.2013.June.10-6-2013_PS.txt,0,0,0,1,,,,,,,,,,,,,,,,10-4-2015 DP,Developmental_Psychology.2015.April.10-4-2015_DP.txt
11-6-2013 PS,Psychological_Science.2013.June.11-6-2013_PS.txt,0,0,0,1,,,,,,,,,,,,,,,,11-4-2015 DP,Developmental_Psychology.2015.April.11-4-2015_DP.txt
12-6-2013 PS,Psychological_Science.2013.June.12-6-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,12-4-2015 DP,Developmental_Psychology.2015.April.12-4-2015_DP.txt
13-6-2013 PS,Psychological_Science.2013.June.13-6-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,13-4-2015 DP,Developmental_Psychology.2015.April.13-4-2015_DP.txt
14-6-2013 PS,Psychological_Science.2013.June.14-6-2013_PS.txt,0,0,0,1,,,,,,,,,,,,,,,,2-4-2015 DP,Developmental_Psychology.2015.April.2-4-2015_DP.txt
15-6-2013 PS,Psychological_Science.2013.June.15-6-2013_PS.txt,0,0,0,1,,,,,,,,,,,,,,,,3-4-2015 DP,Developmental_Psychology.2015.April.3-4-2015_DP.txt
16-6-2013 PS,Psychological_Science.2013.June.16-6-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,4-4-2015 DP,Developmental_Psychology.2015.April.4-4-2015_DP.txt
17-6-2013 PS,Psychological_Science.2013.June.17-6-2013_PS.txt,0,0,0,1,,,,,,,,,,,,,,,,5-4-2015 DP,Developmental_Psychology.2015.April.5-4-2015_DP.txt
18-6-2013 PS,Psychological_Science.2013.June.18-6-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,6-4-2015 DP,Developmental_Psychology.2015.April.6-4-2015_DP.txt
19-6-2013 PS,Psychological_Science.2013.June.19-6-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,7-4-2015 DP,Developmental_Psychology.2015.April.7-4-2015_DP.txt
20-6-2013 PS,Psychological_Science.2013.June.20-6-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,8-4-2015 DP,Developmental_Psychology.2015.April.8-4-2015_DP.txt
21-6-2013 PS,Psychological_Science.2013.June.21-6-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,9-4-2015 DP,Developmental_Psychology.2015.April.9-4-2015_DP.txt
22-6-2013 PS,Psychological_Science.2013.June.22-6-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,1-2-2015 DP,Developmental_Psychology.2015.February.1-2-2015_DP.txt
23-6-2013 PS,Psychological_Science.2013.June.23-6-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,10-2-2015 DP,Developmental_Psychology.2015.February.10-2-2015_DP.txt
24-6-2013 PS,Psychological_Science.2013.June.24-6-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,2-2-2015 DP,Developmental_Psychology.2015.February.2-2-2015_DP.txt
25-6-2013 PS,Psychological_Science.2013.June.25-6-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,3-2-2015 DP,Developmental_Psychology.2015.February.3-2-2015_DP.txt
26-6-2013 PS,Psychological_Science.2013.June.26-6-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,4-2-2015 DP,Developmental_Psychology.2015.February.4-2-2015_DP.txt
27-6-2013 PS,Psychological_Science.2013.June.27-6-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,5-2-2015 DP,Developmental_Psychology.2015.February.5-2-2015_DP.txt
28-6-2013 PS,Psychological_Science.2013.June.28-6-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,6-2-2015 DP,Developmental_Psychology.2015.February.6-2-2015_DP.txt
29-6-2013 PS,Psychological_Science.2013.June.29-6-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,7-2-2015 DP,Developmental_Psychology.2015.February.7-2-2015_DP.txt
30-6-2013 PS,Psychological_Science.2013.June.30-6-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,8-2-2015 DP,Developmental_Psychology.2015.February.8-2-2015_DP.txt
31-6-2013 PS,Psychological_Science.2013.June.31-6-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,9-2-2015 DP,Developmental_Psychology.2015.February.9-2-2015_DP.txt
32-6-2013 PS,Psychological_Science.2013.June.32-6-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,1-1-2015 DP,Developmental_Psychology.2015.January.1-1-2015_DP.txt
33-6-2013 PS,Psychological_Science.2013.June.33-6-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,10-1-2015 DP,Developmental_Psychology.2015.January.10-1-2015_DP.txt
34-6-2013 PS,Psychological_Science.2013.June.34-6-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,11-1-2015 DP,Developmental_Psychology.2015.January.11-1-2015_DP.txt
1-10-2013 PS,Psychological_Science.2013.October.1-10-2013_PS.txt,0,1,0,0,,,,,,,,,,,,,,,,12-1-2015 DP,Developmental_Psychology.2015.January.12-1-2015_DP.txt
2-10-2013 PS,Psychological_Science.2013.October.2-10-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,13-1-2015 DP,Developmental_Psychology.2015.January.13-1-2015_DP.txt
3-10-2013 PS,Psychological_Science.2013.October.3-10-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,14-1-2015 DP,Developmental_Psychology.2015.January.14-1-2015_DP.txt
4-10-2013 PS,Psychological_Science.2013.October.4-10-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,2-1-2015 DP,Developmental_Psychology.2015.January.2-1-2015_DP.txt
5-10-2013 PS,Psychological_Science.2013.October.5-10-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,3-1-2015 DP,Developmental_Psychology.2015.January.3-1-2015_DP.txt
6-10-2013 PS,Psychological_Science.2013.October.6-10-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,4-1-2015 DP,Developmental_Psychology.2015.January.4-1-2015_DP.txt
7-10-2013 PS,Psychological_Science.2013.October.7-10-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,5-1-2015 DP,Developmental_Psychology.2015.January.5-1-2015_DP.txt
8-10-2013 PS,Psychological_Science.2013.October.8-10-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,6-1-2015 DP,Developmental_Psychology.2015.January.6-1-2015_DP.txt
9-10-2013 PS,Psychological_Science.2013.October.9-10-2013_PS.txt,0,0,0,1,,,,,,,,,,,,,,,,7-1-2015 DP,Developmental_Psychology.2015.January.7-1-2015_DP.txt
10-10-2013 PS,Psychological_Science.2013.October.10-10-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,8-1-2015 DP,Developmental_Psychology.2015.January.8-1-2015_DP.txt
11-10-2013 PS,Psychological_Science.2013.October.11-10-2013_PS.txt,0,0,0,1,,,,,,,,,,,,,,,,9-1-2015 DP,Developmental_Psychology.2015.January.9-1-2015_DP.txt
12-10-2013 PS,Psychological_Science.2013.October.12-10-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,1-3-2015 DP,Developmental_Psychology.2015.March.1-3-2015_DP.txt
13-10-2013 PS,Psychological_Science.2013.October.13-10-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,10-3-2015 DP,Developmental_Psychology.2015.March.10-3-2015_DP.txt
14-10-2013 PS,Psychological_Science.2013.October.14-10-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,11-3-2015 DP,Developmental_Psychology.2015.March.11-3-2015_DP.txt
15-10-2013 PS,Psychological_Science.2013.October.15-10-2013_PS.txt,0,0,0,1,,,,,,,,,,,,,,,,12-3-2015 DP,Developmental_Psychology.2015.March.12-3-2015_DP.txt
16-10-2013 PS,Psychological_Science.2013.October.16-10-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,2-3-2015 DP,Developmental_Psychology.2015.March.2-3-2015_DP.txt
17-10-2013 PS,Psychological_Science.2013.October.17-10-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,3-3-2015 DP,Developmental_Psychology.2015.March.3-3-2015_DP.txt
18-10-2013 PS,Psychological_Science.2013.October.18-10-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,4-3-2015 DP,Developmental_Psychology.2015.March.4-3-2015_DP.txt
19-10-2013 PS,Psychological_Science.2013.October.19-10-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,5-3-2015 DP,Developmental_Psychology.2015.March.5-3-2015_DP.txt
20-10-2013 PS,Psychological_Science.2013.October.20-10-2013_PS.txt,0,0,0,1,,,,,,,,,,,,,,,,6-3-2015 DP,Developmental_Psychology.2015.March.6-3-2015_DP.txt
21-10-2013 PS,Psychological_Science.2013.October.21-10-2013_PS.txt,0,0,0,1,,,,,,,,,,,,,,,,7-3-2015 DP,Developmental_Psychology.2015.March.7-3-2015_DP.txt
1-7-2013 PS,Psychological_Science.2013.July.1-7-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,8-3-2015 DP,Developmental_Psychology.2015.March.8-3-2015_DP.txt
2-7-2013 PS,Psychological_Science.2013.July.2-7-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,9-3-2015 DP,Developmental_Psychology.2015.March.9-3-2015_DP.txt
22-10-2013 PS,Psychological_Science.2013.October.22-10-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,1-5-2015 DP,Developmental_Psychology.2015.May.1-5-2015_DP.txt
3-7-2013 PS,Psychological_Science.2013.July.3-7-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,10-5-2015 DP,Developmental_Psychology.2015.May.10-5-2015_DP.txt
23-10-2013 PS,Psychological_Science.2013.October.23-10-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,11-5-2015 DP,Developmental_Psychology.2015.May.11-5-2015_DP.txt
24-10-2013 PS,Psychological_Science.2013.October.24-10-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,12-5-2015 DP,Developmental_Psychology.2015.May.12-5-2015_DP.txt
25-10-2013 PS,Psychological_Science.2013.October.25-10-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,13-5-2015 DP,Developmental_Psychology.2015.May.13-5-2015_DP.txt
26-10-2013 PS,Psychological_Science.2013.October.26-10-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,14-5-2015 DP,Developmental_Psychology.2015.May.14-5-2015_DP.txt
27-10-2013 PS,Psychological_Science.2013.October.27-10-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,2-5-2015 DP,Developmental_Psychology.2015.May.2-5-2015_DP.txt
28-10-2013 PS,Psychological_Science.2013.October.28-10-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,3-5-2015 DP,Developmental_Psychology.2015.May.3-5-2015_DP.txt
29-10-2013 PS,Psychological_Science.2013.October.29-10-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,4-5-2015 DP,Developmental_Psychology.2015.May.4-5-2015_DP.txt
30-10-2013 PS,Psychological_Science.2013.October.30-10-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,5-5-2015 DP,Developmental_Psychology.2015.May.5-5-2015_DP.txt
1-9-2013 PS,Psychological_Science.2013.September.1-9-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,6-5-2015 DP,Developmental_Psychology.2015.May.6-5-2015_DP.txt
2-9-2013 PS,Psychological_Science.2013.September.2-9-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,7-5-2015 DP,Developmental_Psychology.2015.May.7-5-2015_DP.txt
3-9-2013 PS,Psychological_Science.2013.September.3-9-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,8-5-2015 DP,Developmental_Psychology.2015.May.8-5-2015_DP.txt
4-9-2013 PS,Psychological_Science.2013.September.4-9-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,9-5-2015 DP,Developmental_Psychology.2015.May.9-5-2015_DP.txt
5-9-2013 PS,Psychological_Science.2013.September.5-9-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
6-9-2013 PS,Psychological_Science.2013.September.6-9-2013_PS.txt,0,0,0,1,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
7-9-2013 PS,Psychological_Science.2013.September.7-9-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
8-9-2013 PS,Psychological_Science.2013.September.8-9-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
9-9-2013 PS,Psychological_Science.2013.September.9-9-2013_PS.txt,0,0,0,1,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
10-9-2013 PS,Psychological_Science.2013.September.10-9-2013_PS.txt,0,0,0,1,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
11-9-2013 PS,Psychological_Science.2013.September.11-9-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
12-9-2013 PS,Psychological_Science.2013.September.12-9-2013_PS.txt,0,1,0,1,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
4-7-2013 PS,Psychological_Science.2013.July.4-7-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
5-7-2013 PS,Psychological_Science.2013.July.5-7-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
6-7-2013 PS,Psychological_Science.2013.July.6-7-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
7-7-2013 PS,Psychological_Science.2013.July.7-7-2013_PS.txt,0,0,0,1,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
8-7-2013 PS,Psychological_Science.2013.July.8-7-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
9-7-2013 PS,Psychological_Science.2013.July.9-7-2013_PS.txt,0,1,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
10-7-2013 PS,Psychological_Science.2013.July.10-7-2013_PS.txt,0,0,0,1,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
11-7-2013 PS,Psychological_Science.2013.July.11-7-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
12-7-2013 PS,Psychological_Science.2013.July.12-7-2013_PS.txt,0,0,0,1,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
13-7-2013 PS,Psychological_Science.2013.July.13-7-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
14-7-2013 PS,Psychological_Science.2013.July.14-7-2013_PS.txt,0,1,0,1,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
13-9-2013 PS,Psychological_Science.2013.September.13-9-2013_PS.txt,0,0,0,1,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
14-9-2013 PS,Psychological_Science.2013.September.14-9-2013_PS.txt,0,0,0,1,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
15-7-2013 PS,Psychological_Science.2013.July.15-7-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
16-7-2013 PS,Psychological_Science.2013.July.16-7-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
15-9-2013 PS,Psychological_Science.2013.September.15-9-2013_PS.txt,0,0,0,1,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
17-7-2013 PS,Psychological_Science.2013.July.17-7-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
16-9-2013 PS,Psychological_Science.2013.September.16-9-2013_PS.txt,0,0,0,1,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
17-9-2013 PS,Psychological_Science.2013.September.17-9-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
18-7-2013 PS,Psychological_Science.2013.July.18-7-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
18-9-2013 PS,Psychological_Science.2013.September.18-9-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
19-9-2013 PS,Psychological_Science.2013.September.19-9-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
20-9-2013 PS,Psychological_Science.2013.September.20-9-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
21-9-2013 PS,Psychological_Science.2013.September.21-9-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
22-9-2013 PS,Psychological_Science.2013.September.22-9-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
23-9-2013 PS,Psychological_Science.2013.September.23-9-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
19-7-2013 PS,Psychological_Science.2013.July.19-7-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
24-9-2013 PS,Psychological_Science.2013.September.24-9-2013_PS.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
